respondent_id,age,occupation,monthly_income,qris_experience,qris_frequency,preferred_payment,main_purchase_channel,ease_1,ease_2,ease_3,benefit_1,benefit_2,benefit_3,security_1,security_2,security_3,decision_1,decision_2,decision_3,ease_score,benefit_score,security_score,decision_score
R375,18,Student,Below 1M,Yes,Sometimes,E-wallet without QRIS,Both equally,5,5,5,4,3,3,3,4,3,4,3,3,5.0,3.33,3.33,3.33
R376,20,Student,3M-4.9M,Yes,Sometimes,Cash,Both equally,3,3,3,3,4,4,4,3,4,3,1,2,3.0,3.67,3.67,2.0
R377,23,Student,1M-2.9M,Yes,Often,Cash,Both equally,4,4,4,4,3,4,3,4,4,2,2,2,4.0,3.67,3.67,2.0
R378,18,Student,1M-2.9M,Yes,Very often,QRIS,Offline,3,4,4,4,5,3,3,3,4,1,1,1,3.67,4.0,3.33,1.0
R379,23,Student,1M-2.9M,Yes,Rarely,Cash,Offline,4,5,4,3,2,3,3,5,4,3,4,4,4.33,2.67,4.0,3.67
R380,20,Student,1M-2.9M,Yes,Often,QRIS,Online,2,2,2,4,4,4,4,4,5,3,3,3,2.0,4.0,4.33,3.0
R381,19,Student,Below 1M,Yes,Often,QRIS,Offline,4,2,4,3,3,3,3,4,4,3,2,3,3.33,3.0,3.67,2.67
R382,22,Student,1M-2.9M,No,Never,E-wallet without QRIS,Online,3,4,4,3,3,4,3,4,3,4,4,4,3.67,3.33,3.33,4.0
R383,21,Student,5M or more,Yes,Very often,QRIS,Offline,4,4,4,3,3,4,3,2,2,3,3,3,4.0,3.33,2.33,3.0
R384,23,Student,Below 1M,Yes,Very often,QRIS,Offline,4,3,4,4,3,3,1,1,1,4,4,4,3.67,3.33,1.0,4.0
R385,22,Employee,1M-2.9M,Yes,Often,QRIS,Offline,3,3,3,4,4,3,4,3,3,2,2,3,3.0,3.67,3.33,2.33
R386,22,Student,Below 1M,Yes,Often,Bank Transfer,Both equally,3,4,3,4,3,5,4,3,3,3,3,3,3.33,4.0,3.33,3.0
R387,20,Student,3M-4.9M,Yes,Sometimes,Cash,Offline,4,4,3,5,5,4,3,3,3,2,1,2,3.67,4.67,3.0,1.67
R388,19,Student,Below 1M,Yes,Often,QRIS,Online,3,3,3,4,3,3,3,3,4,3,2,2,3.0,3.33,3.33,2.33
R389,22,Student,5M or more,Yes,Often,E-wallet without QRIS,Offline,5,4,5,4,4,5,3,3,4,4,3,3,4.67,4.33,3.33,3.33
R390,22,Student,1M-2.9M,No,Never,E-wallet without QRIS,Online,3,3,3,4,5,4,4,4,4,4,3,4,3.0,4.33,4.0,3.67
R391,25,Student,Below 1M,Yes,Very often,QRIS,Offline,2,2,1,4,4,4,3,4,4,3,2,2,1.67,4.0,3.67,2.33
R392,20,Employee,Below 1M,Yes,Very often,Debit/Credit Card,Both equally,3,4,3,3,4,3,2,3,3,4,3,2,3.33,3.33,2.67,3.0
R393,20,Employee,Below 1M,Yes,Sometimes,E-wallet without QRIS,Both equally,3,3,3,4,4,4,5,4,4,4,4,3,3.0,4.0,4.33,3.67
R394,22,Student,1M-2.9M,Yes,Often,Debit/Credit Card,Offline,3,2,3,5,3,4,3,3,3,5,5,5,2.67,4.0,3.0,5.0
R395,20,Student,Below 1M,Yes,Sometimes,QRIS,Both equally,3,3,3,3,4,4,4,4,4,3,2,3,3.0,3.67,4.0,2.67
R396,24,Student,3M-4.9M,Yes,Rarely,E-wallet without QRIS,Both equally,5,4,3,3,2,1,2,4,3,1,2,2,4.0,2.0,3.0,1.67
R397,23,Student,1M-2.9M,Yes,Sometimes,Cash,Both equally,5,5,5,4,4,4,3,3,3,4,4,4,5.0,4.0,3.0,4.0
R398,21,Employee,Below 1M,Yes,Rarely,QRIS,Both equally,3,4,3,5,5,5,3,3,4,3,4,3,3.33,5.0,3.33,3.33
R399,22,Student,1M-2.9M,Yes,Very often,QRIS,Offline,3,3,3,4,4,4,3,4,3,4,3,4,3.0,4.0,3.33,3.67
R400,22,Student,3M-4.9M,Yes,Sometimes,QRIS,Online,3,4,4,3,3,3,4,3,4,3,3,3,3.67,3.0,3.67,3.0
R401,19,Student,Below 1M,Yes,Sometimes,QRIS,Offline,3,3,3,4,4,4,3,3,3,3,3,3,3.0,4.0,3.0,3.0
R402,23,Student,Below 1M,Yes,Very often,E-wallet without QRIS,Offline,3,3,3,3,3,4,2,3,2,3,2,2,3.0,3.33,2.33,2.33
R403,21,Student,Below 1M,Yes,Sometimes,QRIS,Both equally,3,3,4,4,4,5,2,3,3,3,2,4,3.33,4.33,2.67,3.0
R404,23,Student,3M-4.9M,Yes,Rarely,QRIS,Offline,3,2,2,3,3,3,5,4,4,3,3,2,2.33,3.0,4.33,2.67
R405,20,Student,1M-2.9M,Yes,Sometimes,Cash,Both equally,3,4,4,4,5,4,4,3,2,3,3,3,3.67,4.33,3.0,3.0
R406,23,Employee,1M-2.9M,Yes,Rarely,QRIS,Both equally,4,4,4,4,4,4,3,3,3,4,4,5,4.0,4.0,3.0,4.33
R407,20,Employee,3M-4.9M,No,Never,Bank Transfer,Both equally,3,3,4,4,4,4,4,4,4,2,2,3,3.33,4.0,4.0,2.33
R408,18,Student,3M-4.9M,Yes,Rarely,QRIS,Both equally,3,4,4,4,4,4,3,3,3,3,3,3,3.67,4.0,3.0,3.0
R409,23,Student,1M-2.9M,Yes,Rarely,QRIS,Offline,3,4,3,5,4,5,2,3,2,3,4,4,3.33,4.67,2.33,3.67
R410,19,Student,3M-4.9M,Yes,Often,QRIS,Offline,4,4,4,4,4,4,4,4,3,3,3,2,4.0,4.0,3.67,2.67
R411,20,Student,Below 1M,Yes,Sometimes,QRIS,Online,3,2,3,3,3,3,3,3,3,2,3,2,2.67,3.0,3.0,2.33
R412,24,Student,Below 1M,No,Never,QRIS,Offline,4,5,4,4,5,4,2,3,2,2,3,2,4.33,4.33,2.33,2.33
R413,24,Student,Below 1M,No,Never,Debit/Credit Card,Offline,3,2,3,4,4,3,3,3,4,4,3,3,2.67,3.67,3.33,3.33
R414,21,Student,Below 1M,Yes,Sometimes,Bank Transfer,Offline,4,3,3,4,4,4,4,4,4,3,2,2,3.33,4.0,4.0,2.33
R415,21,Student,1M-2.9M,Yes,Very often,QRIS,Both equally,2,3,3,4,4,4,4,3,4,3,3,4,2.67,4.0,3.67,3.33
R416,21,Student,5M or more,Yes,Often,Debit/Credit Card,Online,3,4,3,3,3,2,4,4,3,4,4,4,3.33,2.67,3.67,4.0
R417,20,Student,Below 1M,No,Never,Debit/Credit Card,Offline,4,5,5,4,4,4,5,5,4,5,5,4,4.67,4.0,4.67,4.67
R418,20,Self-employed,Below 1M,Yes,Very often,E-wallet without QRIS,Online,4,4,4,3,3,3,3,2,3,3,4,4,4.0,3.0,2.67,3.67
R419,22,Employee,1M-2.9M,Yes,Often,QRIS,Offline,4,4,5,3,3,3,2,3,3,3,2,3,4.33,3.0,2.67,2.67
R420,22,Student,5M or more,Yes,Sometimes,QRIS,Offline,4,4,4,4,3,3,3,3,3,2,3,3,4.0,3.33,3.0,2.67
R421,22,Employee,Below 1M,Yes,Often,QRIS,Both equally,3,2,2,4,4,4,3,2,3,4,4,4,2.33,4.0,2.67,4.0
R422,22,Student,1M-2.9M,Yes,Rarely,Debit/Credit Card,Online,4,3,4,5,4,5,3,3,3,2,3,3,3.67,4.67,3.0,2.67
R423,19,Employee,Below 1M,Yes,Rarely,E-wallet without QRIS,Both equally,4,3,3,4,4,5,3,3,3,2,2,2,3.33,4.33,3.0,2.0
R424,21,Employee,Below 1M,Yes,Often,QRIS,Offline,4,4,4,3,4,4,3,4,4,4,5,3,4.0,3.67,3.67,4.0
R425,18,Student,5M or more,Yes,Often,QRIS,Both equally,3,3,3,5,5,5,5,5,4,2,3,2,3.0,5.0,4.67,2.33
R426,21,Student,5M or more,Yes,Very often,Bank Transfer,Online,4,4,5,4,5,4,3,3,3,2,2,3,4.33,4.33,3.0,2.33
R427,21,Student,Below 1M,Yes,Very often,E-wallet without QRIS,Online,4,4,4,4,5,5,3,4,3,3,3,3,4.0,4.67,3.33,3.0
R428,23,Student,5M or more,Yes,Sometimes,Bank Transfer,Online,5,5,5,3,3,4,4,3,4,3,4,3,5.0,3.33,3.67,3.33
R429,20,Student,1M-2.9M,Yes,Often,E-wallet without QRIS,Both equally,3,3,4,4,4,4,4,4,3,3,3,3,3.33,4.0,3.67,3.0
R430,19,Student,3M-4.9M,Yes,Often,QRIS,Online,4,3,4,4,4,4,3,4,3,4,4,4,3.67,4.0,3.33,4.0
R431,19,Student,1M-2.9M,Yes,Very often,Cash,Online,5,5,5,5,5,5,4,5,5,5,5,5,5.0,5.0,4.67,5.0
R432,22,Employee,1M-2.9M,Yes,Very often,Debit/Credit Card,Both equally,3,3,4,5,5,4,1,1,2,3,3,3,3.33,4.67,1.33,3.0
R433,21,Other,1M-2.9M,Yes,Very often,QRIS,Both equally,2,3,1,5,5,5,1,1,1,2,2,3,2.0,5.0,1.0,2.33
R434,19,Student,1M-2.9M,Yes,Sometimes,Cash,Online,2,3,2,3,4,4,3,3,2,2,3,2,2.33,3.67,2.67,2.33
R435,19,Student,Below 1M,Yes,Often,Debit/Credit Card,Both equally,5,4,4,4,4,4,4,5,5,4,4,4,4.33,4.0,4.67,4.0
R436,22,Student,Below 1M,Yes,Sometimes,QRIS,Offline,2,2,2,5,4,3,3,1,3,4,4,4,2.0,4.0,2.33,4.0
R437,18,Student,Below 1M,Yes,Sometimes,E-wallet without QRIS,Offline,3,3,3,4,5,5,2,1,1,4,4,3,3.0,4.67,1.33,3.67
R438,23,Self-employed,3M-4.9M,Yes,Very often,Cash,Online,4,4,4,3,3,4,4,3,4,2,3,2,4.0,3.33,3.67,2.33
R439,22,Student,Below 1M,Yes,Rarely,Bank Transfer,Both equally,4,4,4,5,5,5,2,4,4,3,3,3,4.0,5.0,3.33,3.0
R440,19,Student,1M-2.9M,Yes,Very often,QRIS,Both equally,4,4,4,5,5,4,3,2,2,3,3,3,4.0,4.67,2.33,3.0
R441,19,Student,5M or more,Yes,Sometimes,QRIS,Offline,4,4,5,2,4,3,2,2,2,4,3,3,4.33,3.0,2.0,3.33
R442,25,Student,Below 1M,Yes,Very often,Cash,Online,5,4,5,3,3,4,2,3,2,3,4,4,4.67,3.33,2.33,3.67
R443,20,Student,1M-2.9M,Yes,Sometimes,QRIS,Offline,4,3,3,4,3,3,3,4,3,3,3,4,3.33,3.33,3.33,3.33
R444,20,Employee,1M-2.9M,Yes,Sometimes,Debit/Credit Card,Both equally,4,2,4,3,4,4,3,3,2,3,3,3,3.33,3.67,2.67,3.0
R445,23,Student,3M-4.9M,Yes,Sometimes,E-wallet without QRIS,Both equally,4,4,3,3,4,4,4,4,4,4,4,4,3.67,3.67,4.0,4.0
R446,24,Student,Below 1M,Yes,Often,QRIS,Online,4,4,4,5,5,5,1,1,1,3,2,3,4.0,5.0,1.0,2.67
R447,25,Student,1M-2.9M,Yes,Sometimes,Cash,Both equally,4,4,4,5,4,4,2,3,3,3,4,4,4.0,4.33,2.67,3.67
R448,22,Self-employed,3M-4.9M,Yes,Often,Cash,Both equally,4,5,4,4,4,3,3,2,3,3,3,3,4.33,3.67,2.67,3.0
R449,20,Employee,5M or more,Yes,Rarely,QRIS,Online,5,5,5,3,4,3,3,3,2,2,2,3,5.0,3.33,2.67,2.33
R450,19,Student,1M-2.9M,Yes,Rarely,Bank Transfer,Offline,2,2,3,4,3,2,3,3,2,3,3,4,2.33,3.0,2.67,3.33
R451,22,Student,1M-2.9M,Yes,Rarely,E-wallet without QRIS,Online,5,5,5,5,3,4,4,3,5,3,4,3,5.0,4.0,4.0,3.33
R452,21,Student,1M-2.9M,Yes,Sometimes,Debit/Credit Card,Online,5,5,4,2,2,2,1,2,2,3,3,2,4.67,2.0,1.67,2.67
R453,21,Student,3M-4.9M,Yes,Very often,Debit/Credit Card,Online,4,4,4,4,5,5,3,4,3,4,3,3,4.0,4.67,3.33,3.33
R454,23,Self-employed,1M-2.9M,Yes,Very often,Cash,Offline,5,5,4,4,4,4,4,4,4,4,3,3,4.67,4.0,4.0,3.33
R455,19,Student,Below 1M,No,Never,Bank Transfer,Both equally,3,3,3,5,5,5,5,5,5,5,5,5,3.0,5.0,5.0,5.0
R456,21,Student,5M or more,No,Never,Debit/Credit Card,Offline,3,3,3,5,5,5,2,3,3,4,3,5,3.0,5.0,2.67,4.0
R457,18,Student,1M-2.9M,Yes,Sometimes,Debit/Credit Card,Online,3,3,3,4,3,4,3,4,3,4,4,4,3.0,3.67,3.33,4.0
R458,21,Student,1M-2.9M,Yes,Often,E-wallet without QRIS,Online,4,3,5,4,3,3,1,1,2,3,3,3,4.0,3.33,1.33,3.0
R459,18,Student,Below 1M,Yes,Often,QRIS,Online,4,3,4,5,5,4,1,1,2,3,4,3,3.67,4.67,1.33,3.33
R460,19,Student,1M-2.9M,Yes,Sometimes,E-wallet without QRIS,Online,4,5,4,5,4,5,4,4,4,4,4,3,4.33,4.67,4.0,3.67
R461,19,Student,1M-2.9M,Yes,Sometimes,QRIS,Offline,5,4,5,3,3,3,4,3,4,3,2,3,4.67,3.0,3.67,2.67
R462,22,Student,1M-2.9M,Yes,Often,QRIS,Offline,4,4,5,1,4,3,4,4,3,3,3,3,4.33,2.67,3.67,3.0
R463,22,Student,Below 1M,Yes,Sometimes,QRIS,Online,5,4,4,3,3,4,3,2,1,2,3,3,4.33,3.33,2.0,2.67
R464,21,Student,1M-2.9M,Yes,Rarely,Bank Transfer,Online,3,2,3,5,4,4,3,4,4,1,1,1,2.67,4.33,3.67,1.0
R465,24,Student,5M or more,Yes,Sometimes,E-wallet without QRIS,Offline,3,2,2,4,4,4,5,5,5,3,3,3,2.33,4.0,5.0,3.0
R466,20,Student,Below 1M,Yes,Often,Debit/Credit Card,Both equally,5,4,5,4,5,4,5,4,3,3,3,3,4.67,4.33,4.0,3.0
R467,20,Student,5M or more,Yes,Rarely,Debit/Credit Card,Online,5,4,5,2,3,3,3,4,3,4,4,3,4.67,2.67,3.33,3.67
R468,23,Student,1M-2.9M,Yes,Sometimes,Cash,Online,4,4,3,3,2,2,4,3,3,3,2,2,3.67,2.33,3.33,2.33
R469,20,Student,3M-4.9M,Yes,Sometimes,Bank Transfer,Both equally,4,3,4,5,4,5,2,2,2,2,3,2,3.67,4.67,2.0,2.33
R470,24,Student,3M-4.9M,Yes,Rarely,Cash,Offline,3,2,2,3,4,3,3,4,5,3,2,3,2.33,3.33,4.0,2.67
R471,18,Student,1M-2.9M,Yes,Sometimes,QRIS,Offline,2,3,3,2,2,2,2,3,3,2,1,1,2.67,2.0,2.67,1.33
R472,24,Self-employed,3M-4.9M,Yes,Very often,QRIS,Both equally,5,5,4,4,4,4,3,3,4,3,3,4,4.67,4.0,3.33,3.33
R473,18,Student,3M-4.9M,Yes,Rarely,E-wallet without QRIS,Online,3,3,3,5,4,4,3,1,3,4,2,3,3.0,4.33,2.33,3.0
R474,23,Student,1M-2.9M,Yes,Often,Debit/Credit Card,Online,5,4,4,4,4,3,3,2,2,4,4,2,4.33,3.67,2.33,3.33
R475,21,Student,Below 1M,Yes,Sometimes,QRIS,Both equally,4,5,4,4,3,5,5,5,5,3,3,4,4.33,4.0,5.0,3.33
R476,25,Student,1M-2.9M,No,Never,QRIS,Both equally,3,3,3,4,4,4,3,3,2,3,3,2,3.0,4.0,2.67,2.67
R477,18,Student,3M-4.9M,Yes,Often,E-wallet without QRIS,Both equally,4,4,3,5,3,4,5,5,4,3,2,2,3.67,4.0,4.67,2.33
R478,21,Student,3M-4.9M,Yes,Often,QRIS,Online,5,4,5,2,2,3,3,2,3,4,4,3,4.67,2.33,2.67,3.67
R479,24,Student,3M-4.9M,No,Never,Debit/Credit Card,Online,4,4,4,3,4,4,2,1,2,3,4,4,4.0,3.67,1.67,3.67
R480,21,Student,1M-2.9M,Yes,Sometimes,Bank Transfer,Online,5,5,5,4,4,4,4,5,4,4,4,4,5.0,4.0,4.33,4.0
R481,21,Student,3M-4.9M,Yes,Very often,QRIS,Offline,3,3,3,3,4,4,3,3,3,2,3,2,3.0,3.67,3.0,2.33
R482,22,Employee,Below 1M,Yes,Often,QRIS,Online,5,4,5,3,4,4,5,4,3,4,4,4,4.67,3.67,4.0,4.0
R483,21,Student,1M-2.9M,Yes,Very often,Debit/Credit Card,Offline,4,3,3,3,3,3,3,4,3,4,5,5,3.33,3.0,3.33,4.67
R484,21,Student,Below 1M,Yes,Sometimes,E-wallet without QRIS,Both equally,4,4,4,3,3,3,1,2,2,3,3,3,4.0,3.0,1.67,3.0
R485,21,Student,Below 1M,Yes,Very often,Cash,Online,4,4,4,2,2,3,3,3,4,3,2,3,4.0,2.33,3.33,2.67
R486,23,Student,1M-2.9M,Yes,Often,Bank Transfer,Online,2,3,3,4,4,4,5,5,5,2,3,2,2.67,4.0,5.0,2.33
R487,18,Student,1M-2.9M,Yes,Very often,QRIS,Offline,4,4,3,5,4,5,5,3,4,3,3,2,3.67,4.67,4.0,2.67
R488,20,Student,1M-2.9M,Yes,Often,Cash,Offline,3,2,3,3,2,3,4,3,2,3,2,2,2.67,2.67,3.0,2.33
R489,24,Student,1M-2.9M,Yes,Often,Debit/Credit Card,Offline,4,4,4,4,4,3,4,5,4,4,4,4,4.0,3.67,4.33,4.0
R490,23,Employee,1M-2.9M,Yes,Often,E-wallet without QRIS,Online,4,3,4,4,4,4,3,4,4,3,4,4,3.67,4.0,3.67,3.67
R491,21,Employee,Below 1M,Yes,Very often,QRIS,Offline,4,5,5,5,5,5,3,4,3,3,4,2,4.67,5.0,3.33,3.0
R492,21,Student,1M-2.9M,Yes,Very often,E-wallet without QRIS,Online,4,4,5,4,4,3,2,2,2,3,3,2,4.33,3.67,2.0,2.67
R493,20,Student,Below 1M,Yes,Sometimes,Cash,Both equally,4,4,4,2,4,3,4,3,4,3,3,2,4.0,3.0,3.67,2.67
R494,19,Student,Below 1M,Yes,Very often,QRIS,Both equally,3,3,3,1,3,2,5,5,4,3,2,3,3.0,2.0,4.67,2.67
R495,21,Student,1M-2.9M,Yes,Sometimes,QRIS,Online,3,3,4,4,4,3,3,2,2,2,2,2,3.33,3.67,2.33,2.0
R496,20,Student,1M-2.9M,Yes,Often,E-wallet without QRIS,Offline,3,3,3,5,5,5,5,5,4,4,4,4,3.0,5.0,4.67,4.0
R497,21,Self-employed,1M-2.9M,No,Never,QRIS,Both equally,4,4,4,5,4,3,3,3,5,3,3,3,4.0,4.0,3.67,3.0
R498,18,Student,1M-2.9M,Yes,Sometimes,QRIS,Both equally,5,5,5,4,5,3,3,3,2,4,4,3,5.0,4.0,2.67,3.67
R499,25,Self-employed,1M-2.9M,Yes,Sometimes,QRIS,Offline,4,4,4,4,5,5,4,5,3,2,2,3,4.0,4.67,4.0,2.33
R500,25,Student,3M-4.9M,Yes,Very often,E-wallet without QRIS,Both equally,3,4,4,4,4,4,4,2,4,3,4,4,3.67,4.0,3.33,3.67
